VanName,OBJECTID_1,OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID_2,OBJECTID_3,OID_,Name_1,FolderPath,SymbolID,AltMode,Base,Clamped,Extruded,Snippet,PopupInfo,Shape_Leng,BUFF_DIST,ORIG_FID,Shape_Le_1,MaxName,Shape_Le_2,Shape_Area
Remsen,4591,1985,36,47,35700,36047035700,357,Census Tract 357,G5020,S,181542,0,40.6680351,-73.9268254,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.019450129,1.93341E-05
Remsen,4592,1987,36,47,73400,36047073400,734,Census Tract 734,G5020,S,151105,0,40.6278153,-73.9374778,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016067639,1.60831E-05
Remsen,4593,1989,36,47,73600,36047073600,736,Census Tract 736,G5020,S,178333,0,40.6240389,-73.9357949,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018823597,1.898E-05
Remsen,4594,1990,36,47,74000,36047074000,740,Census Tract 740,G5020,S,162388,0,40.6273942,-73.9412567,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017340415,1.72838E-05
Remsen,4595,1991,36,47,74400,36047074400,744,Census Tract 744,G5020,S,171049,0,40.6223172,-73.9431063,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017247307,1.82042E-05
Remsen,4596,1997,36,47,76600,36047076600,766,Census Tract 766,G5020,S,82578,0,40.6331871,-73.956842,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.013278673,8.79003E-06
Remsen,4597,1998,36,47,77000,36047077000,770,Census Tract 770,G5020,S,163284,0,40.6361362,-73.9538295,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.023144261,1.73815E-05
Remsen,4598,1999,36,47,95800,36047095800,958,Census Tract 958,G5020,S,234374,0,40.6408221,-73.9116859,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.021789402,2.49509E-05
Remsen,4599,2000,36,47,96000,36047096000,960,Census Tract 960,G5020,S,424228,0,40.6459276,-73.9147647,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.035067221,4.51653E-05
Remsen,4600,2001,36,47,96200,36047096200,962,Census Tract 962,G5020,S,178759,0,40.6450236,-73.9105137,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.0171243,1.90312E-05
Remsen,4601,2002,36,47,96400,36047096400,964,Census Tract 964,G5020,S,176581,0,40.6419501,-73.9072687,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017656297,1.87988E-05
Remsen,4602,2003,36,47,96800,36047096800,968,Census Tract 968,G5020,S,149019,0,40.6441418,-73.9038769,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016286756,1.5865E-05
Remsen,4603,2004,36,47,97000,36047097000,970,Census Tract 970,G5020,S,163450,0,40.64726,-73.907353,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017158491,1.74021E-05
Remsen,4604,2008,36,47,99000,36047099000,990,Census Tract 990,G5020,S,163721,0,40.6393703,-73.898562,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017166296,1.7429E-05
Remsen,4605,2009,36,47,99400,36047099400,994,Census Tract 994,G5020,S,173970,0,40.6357597,-73.9043993,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018410222,1.85189E-05
Remsen,4606,2011,36,47,100400,36047100400,1004,Census Tract 1004,G5020,S,132054,0,40.6306493,-73.9038,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016349981,1.4056E-05
Remsen,4607,2012,36,47,100800,36047100800,1008,Census Tract 1008,G5020,S,148898,0,40.6341331,-73.8980664,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017453902,1.58497E-05
Remsen,4608,2013,36,47,101000,36047101000,1010,Census Tract 1010,G5020,S,171343,0,40.6360282,-73.894972,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018022891,1.82394E-05
Remsen,4609,2069,36,47,77400,36047077400,774,Census Tract 774,G5020,S,147764,0,40.63168,-73.947607,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.025514863,1.57283E-05
Remsen,4610,2070,36,47,77600,36047077600,776,Census Tract 776,G5020,S,186545,0,40.6309255,-73.9411361,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.022431745,1.98559E-05
Remsen,4611,2071,36,47,78200,36047078200,782,Census Tract 782,G5020,S,168304,0,40.6378537,-73.9414429,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.01995497,1.79164E-05
Remsen,4612,2089,36,47,32700,36047032700,327,Census Tract 327,G5020,S,177080,0,40.6626465,-73.9587961,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.024386548,1.88573E-05
Remsen,4613,2099,36,47,34500,36047034500,345,Census Tract 345,G5020,S,163599,0,40.6732279,-73.9336927,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.01825573,1.74245E-05
Remsen,4614,2147,36,47,72800,36047072800,728,Census Tract 728,G5020,S,212050,0,40.6294856,-73.9270042,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.026033652,2.25702E-05
Remsen,4615,2155,36,47,81600,36047081600,816,Census Tract 816,G5020,S,179640,0,40.6535296,-73.9442053,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018982975,1.91275E-05
Remsen,4616,2156,36,47,78800,36047078800,788,Census Tract 788,G5020,S,157109,0,40.6374655,-73.9488367,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.020010091,1.67245E-05
Remsen,4617,2182,36,47,79400,36047079400,794,Census Tract 794,G5020,S,222181,0,40.6486053,-73.955286,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.020159399,2.36554E-05
Remsen,4618,2183,36,47,78600,36047078600,786,Census Tract 786,G5020,S,171074,0,40.634414,-73.9470626,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018838711,1.82104E-05
Remsen,4619,2184,36,47,79000,36047079000,790,Census Tract 790,G5020,S,182988,0,40.6409778,-73.9536967,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018989831,1.94805E-05
Remsen,4620,2185,36,47,79200,36047079200,792,Census Tract 792,G5020,S,216691,0,40.6447642,-73.9549107,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.019650075,2.30696E-05
Remsen,4621,2192,36,47,67800,36047067800,678,Census Tract 678,G5020,S,166222,0,40.6261489,-73.922779,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016673567,1.76915E-05
Remsen,4622,2197,36,47,83800,36047083800,838,Census Tract 838,G5020,S,166942,0,40.6417561,-73.935135,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016956758,1.77724E-05
Remsen,4623,2200,36,47,86800,36047086800,868,Census Tract 868,G5020,S,174581,0,40.6543124,-73.9297309,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017245584,1.85889E-05
Remsen,4624,2204,36,47,65400,36047065400,654,Census Tract 654,G5020,S,151523,0,40.6129487,-73.9318078,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.021527038,1.61241E-05
Remsen,4625,2212,36,47,92800,36047092800,928,Census Tract 928,G5020,S,157293,0,40.65248,-73.9117734,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017112357,1.67476E-05
Remsen,4626,2225,36,47,81400,36047081400,814,Census Tract 814,G5020,S,170174,0,40.6536407,-73.940238,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017149148,1.81197E-05
Remsen,4627,2226,36,47,82000,36047082000,820,Census Tract 820,G5020,S,148600,0,40.653453,-73.9513097,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016721422,1.58224E-05
Remsen,4628,2227,36,47,82200,36047082200,822,Census Tract 822,G5020,S,169861,0,40.6532888,-73.9544282,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017521804,1.80861E-05
Remsen,4629,2228,36,47,82600,36047082600,826,Census Tract 826,G5020,S,199091,0,40.6450647,-73.9489732,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018918446,2.11959E-05
Remsen,4630,2229,36,47,82800,36047082800,828,Census Tract 828,G5020,S,156676,0,40.6409911,-73.9496047,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017068528,1.66792E-05
Remsen,4631,2230,36,47,83000,36047083000,830,Census Tract 830,G5020,S,201785,0,40.640887,-73.9455028,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.020877922,2.14814E-05
Remsen,4632,2231,36,47,83200,36047083200,832,Census Tract 832,G5020,S,145549,0,40.641524,-73.9416243,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016958274,1.54948E-05
Remsen,4633,2232,36,47,83400,36047083400,834,Census Tract 834,G5020,S,125994,0,40.6415499,-73.9384751,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.015087316,1.34132E-05
Remsen,4634,2234,36,47,102400,36047102400,1024,Census Tract 1024,G5020,S,143125,0,40.6329284,-73.8932756,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017621542,1.52349E-05
Remsen,4635,2247,36,47,96600,36047096600,966,Census Tract 966,G5020,S,181211,0,40.6406399,-73.903142,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.021105926,1.92911E-05
Remsen,4636,2250,36,47,73800,36047073800,738,Census Tract 738,G5020,S,180572,0,40.6224096,-73.9390772,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018371251,1.92178E-05
Remsen,4637,2256,36,47,85800,36047085800,858,Census Tract 858,G5020,S,133472,0,40.6502075,-73.9390272,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018339441,0.000014211
Remsen,4638,2288,36,47,93800,36047093800,938,Census Tract 938,G5020,S,131105,0,40.6504469,-73.9245581,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016601462,0.000013959
Remsen,4639,2289,36,47,64800,36047064800,648,Census Tract 648,G5020,S,151522,0,40.6176898,-73.9364602,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016627687,1.61251E-05
Remsen,4640,2292,36,47,86600,36047086600,866,Census Tract 866,G5020,S,156523,0,40.656375,-73.9267616,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.022372371,1.66667E-05
Remsen,4641,2305,36,47,50600,36047050600,506,Census Tract 506,G5020,S,164685,0,40.6489784,-73.9668581,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.022191255,1.7534E-05
Remsen,4642,2308,36,47,51200,36047051200,512,Census Tract 512,G5020,S,139882,0,40.6465525,-73.9633611,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016964609,1.48926E-05
Remsen,4643,2311,36,47,75000,36047075000,750,Census Tract 750,G5020,S,173420,0,40.6265678,-73.948766,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017334102,1.84579E-05
Remsen,4644,2315,36,47,88800,36047088800,888,Census Tract 888,G5020,S,199704,0,40.6539393,-73.9180628,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.020889788,2.12639E-05
Remsen,4645,2327,36,47,82400,36047082400,824,Census Tract 824,G5020,S,214344,0,40.6488473,-73.949358,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.019481609,2.28209E-05
Remsen,4646,2330,36,47,94402,36047094402,944.02,Census Tract 944.02,G5020,S,106850,0,40.6350817,-73.9207804,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.013560878,1.1374E-05
Remsen,4647,2338,36,47,51400,36047051400,514,Census Tract 514,G5020,S,181082,0,40.6427917,-73.9614284,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.019941721,1.92781E-05
Remsen,4648,2358,36,47,67000,36047067000,670,Census Tract 670,G5020,S,208266,0,40.6127246,-73.9227642,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.020039737,2.2162E-05
Remsen,4649,2374,36,47,35300,36047035300,353,Census Tract 353,G5020,S,163099,0,40.6685796,-73.9353139,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018079931,1.73701E-05
Remsen,4650,2375,36,47,100600,36047100600,1006,Census Tract 1006,G5020,S,152116,0,40.6322533,-73.9008897,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016642558,1.61917E-05
Remsen,4651,2377,36,47,84800,36047084800,848,Census Tract 848,G5020,S,137502,0,40.646427,-73.9278611,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.015308325,1.46393E-05
Remsen,4652,2435,36,47,78400,36047078400,784,Census Tract 784,G5020,S,167427,0,40.6342624,-73.9429558,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016969696,1.7822E-05
Remsen,4653,2437,36,47,86200,36047086200,862,Census Tract 862,G5020,S,140147,0,40.6502164,-73.9282257,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.015353137,1.49217E-05
Remsen,4654,2451,36,47,35100,36047035100,351,Census Tract 351,G5020,S,163012,0,40.6684292,-73.9325474,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018087271,1.73608E-05
Remsen,4655,2499,36,47,83600,36047083600,836,Census Tract 836,G5020,S,208197,0,40.6371028,-73.9351273,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018831239,2.21629E-05
Remsen,4656,2500,36,47,84000,36047084000,840,Census Tract 840,G5020,S,170057,0,40.6419943,-73.931292,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017099268,1.8104E-05
Remsen,4657,2501,36,47,85000,36047085000,850,Census Tract 850,G5020,S,144613,0,40.6457434,-73.932316,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.022904869,1.53961E-05
Remsen,4658,2502,36,47,85200,36047085200,852,Census Tract 852,G5020,S,402008,0,40.6470029,-73.9382411,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.029814424,4.28003E-05
Remsen,4659,2503,36,47,85400,36047085400,854,Census Tract 854,G5020,S,128750,0,40.6443465,-73.943876,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.024211434,1.3707E-05
Remsen,4660,2525,36,47,93000,36047093000,930,Census Tract 930,G5020,S,194229,0,40.649929,-73.9154075,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.021307156,2.06797E-05
Remsen,4661,2526,36,47,93400,36047093400,934,Census Tract 934,G5020,S,177759,0,40.6489251,-73.9190149,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.0219682,1.89259E-05
Remsen,4662,2527,36,47,93600,36047093600,936,Census Tract 936,G5020,S,165120,0,40.6487962,-73.9215837,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.022316239,1.75802E-05
Remsen,4663,2539,36,47,65600,36047065600,656,Census Tract 656,G5020,S,153578,0,40.6130109,-73.9349822,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016695119,1.63426E-05
Remsen,4664,2542,36,47,73000,36047073000,730,Census Tract 730,G5020,S,184736,0,40.6262017,-73.9298437,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.025014447,1.96623E-05
Remsen,4665,2543,36,47,74200,36047074200,742,Census Tract 742,G5020,S,174327,0,40.6269944,-73.9449753,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017427444,1.85545E-05
Remsen,4666,2544,36,47,78000,36047078000,780,Census Tract 780,G5020,S,164534,0,40.6344979,-73.9391486,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016841541,1.75142E-05
Remsen,4667,2546,36,47,84600,36047084600,846,Census Tract 846,G5020,S,166530,0,40.642285,-73.9274549,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016633322,1.77285E-05
Remsen,4668,2547,36,47,87200,36047087200,872,Census Tract 872,G5020,S,147204,0,40.6536754,-73.9366498,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017233349,1.56738E-05
Remsen,4669,2548,36,47,88000,36047088000,880,Census Tract 880,G5020,S,182479,0,40.6615193,-73.9310226,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.024621183,1.94319E-05
Remsen,4670,2551,36,47,99200,36047099200,992,Census Tract 992,G5020,S,134602,0,40.6374035,-73.9012845,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016770086,1.43286E-05
Remsen,4671,2590,36,47,85600,36047085600,856,Census Tract 856,G5020,S,158646,0,40.6486244,-73.9448276,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.019048771,1.68908E-05
Remsen,4672,2591,36,47,86000,36047086000,860,Census Tract 860,G5020,S,174109,0,40.6499956,-73.9329233,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.018776818,1.85375E-05
Remsen,4673,2592,36,47,86400,36047086400,864,Census Tract 864,G5020,S,152300,0,40.6543372,-73.9238222,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017073929,1.62167E-05
Remsen,4674,2593,36,47,87000,36047087000,870,Census Tract 870,G5020,S,155718,0,40.6541803,-73.9334039,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017331862,1.65804E-05
Remsen,4675,2594,36,47,87401,36047087401,874.01,Census Tract 874.01,G5020,S,130596,0,40.6604744,-73.9384588,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016114136,1.39067E-05
Remsen,4676,2595,36,47,87600,36047087600,876,Census Tract 876,G5020,S,142213,0,40.6606478,-73.9357059,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.016171592,1.51439E-05
Remsen,4677,2596,36,47,87800,36047087800,878,Census Tract 878,G5020,S,151414,0,40.6588465,-73.9310338,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.019657703,1.61234E-05
Remsen,4678,2597,36,47,88200,36047088200,882,Census Tract 882,G5020,S,203180,0,40.6604945,-73.9259818,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.027763865,2.1636E-05
Remsen,4679,2612,36,47,65000,36047065000,650,Census Tract 650,G5020,S,166228,0,40.6199785,-73.9336466,3,6,0,Remsen,Dollar Vans/Untitled layer,0,0,0,-1,0,,Unconfirmed - Unridden,0.055170187,0.5,5,0.290414385,Remsen,0.017637585,1.76909E-05
